All Layer Optical Constants
Wavelength (nm)	e1, Ordinary, Biaxial	e1, Extra-ordinary, Biaxial	e2, Ordinary, Biaxial	e2, Extra-ordinary, Biaxial
2446.000000	-6.546305	1.125462	48.937565	1.931086	
2452.000000	-6.492114	1.112768	49.107487	1.931136	
2458.000000	-6.437399	1.100006	49.277477	1.931163	
2464.000000	-6.382158	1.087178	49.447536	1.931166	
2470.000000	-6.326388	1.074282	49.617657	1.931147	
2476.000000	-6.270086	1.061319	49.787834	1.931105	
2482.000000	-6.213250	1.048288	49.958065	1.931041	
2488.000000	-6.155869	1.035191	50.128342	1.930955	
2494.000000	-6.097949	1.022027	50.298668	1.930847	
2500.000000	-6.039479	1.008795	50.469032	1.930717	
