All Layer Optical Constants
Wavelength (nm)	e1, Ordinary, Biaxial	e1, Extra-ordinary, Biaxial	e2, Ordinary, Biaxial	e2, Extra-ordinary, Biaxial
2404.000000	3.905672	63.515652	40.669094	1.055269	
2410.000000	3.951228	63.523766	40.761345	1.051957	
2416.000000	3.996944	63.532097	40.853466	1.048668	
2422.000000	4.042815	63.540646	40.945450	1.045401	
2428.000000	4.088847	63.549416	41.037292	1.042155	
2434.000000	4.135039	63.558399	41.128998	1.038931	
2440.000000	4.181392	63.567596	41.220558	1.035728	
2446.000000	4.227908	63.577007	41.311974	1.032545	
2452.000000	4.274583	63.586628	41.403244	1.029384	
2458.000000	4.321424	63.596455	41.494362	1.026243	
2464.000000	4.368428	63.606491	41.585327	1.023123	
2470.000000	4.415596	63.616734	41.676140	1.020022	
2476.000000	4.462929	63.627182	41.766792	1.016942	
2482.000000	4.510426	63.637829	41.857288	1.013881	
2488.000000	4.558092	63.648682	41.947624	1.010840	
2494.000000	4.605921	63.659729	42.037792	1.007819	
2500.000000	4.653918	63.670979	42.127800	1.004816	
